State,Year,Quarter,District,RegisteredUsers,AppOpens,TransactionCount,TransactionAmount
Punjab,2019,4,Sas Nagar,422041,7725737,2685032,4949390532.2517605
Punjab,2019,4,Patiala,256911,3518875,799674,1781269263.4522262
Punjab,2019,4,Jalandhar,251259,3394986,980520,2169729877.261026
Punjab,2019,4,Ludhiana,671579,9889774,3939299,9747197706.866158
Punjab,2019,4,Pathankot,88749,1269136,280434,697314026.1980982
Punjab,2019,4,Fazilka,149868,2046302,425525,946156853.0160115
Punjab,2019,4,Bathinda,180722,2453820,532029,1239636960.6158314
Punjab,2019,4,Kapurthala,71914,2193189,667137,741334179.2344623
Punjab,2019,4,Moga,59945,715025,153797,404884615.2468643
Punjab,2019,4,Shahid Bhagat Singh Nagar,33484,440386,97328,184021087.4101696
Punjab,2019,4,Mansa,63277,647308,144806,329920119.34094095
Punjab,2019,4,Faridkot,54374,664245,141787,369929524.3916741
Punjab,2019,4,Sri Muktsar Sahib,74361,834091,174837,413295689.8833984
Punjab,2019,4,Firozepur,79879,1108157,236069,598259521.4426302
Punjab,2019,4,Amritsar,268663,3523965,829302,1950326012.564148
Punjab,2019,4,Fatehgarh Sahib,63217,880080,202590,344564209.86620235
Punjab,2019,4,Barnala,45753,503741,107774,280115511.0868528
Punjab,2019,4,Tarn Taran,55986,687870,146185,428158903.79129857
Punjab,2019,4,Gurdaspur,100393,1118140,230721,562687785.2054114
Punjab,2019,4,Rupnagar,72909,947082,207966,422311925.5608656
Punjab,2019,4,Sangrur,143162,1881604,448960,870965377.8083141
Punjab,2019,4,Hoshiarpur,113296,1230367,266853,558332563.69823
Punjab,2021,1,Sas Nagar,631136,12812661,4469959,6737530092.4958515
Punjab,2021,1,Patiala,421866,6008815,1594101,3743416293.2960615
Punjab,2021,1,Jalandhar,428704,5817452,1716126,3828908006.2314005
Punjab,2021,1,Ludhiana,1121835,16627730,8956495,19225271865.793266
Punjab,2021,1,Pathankot,147446,2261929,570864,1486337867.452893
Punjab,2021,1,Fazilka,247363,4019103,926196,2485697202.7721486
Punjab,2021,1,Bathinda,288460,4263560,1089719,2681512020.113289
Punjab,2021,1,Kapurthala,122367,1820533,546584,1037569858.5888398
Punjab,2021,1,Moga,111895,1337796,318913,867502076.3491857
Punjab,2021,1,Shahid Bhagat Singh Nagar,62459,690052,162140,362806795.4619291
Punjab,2021,1,Mansa,106756,1098110,244012,676069005.1052742
Punjab,2021,1,Faridkot,93801,1199867,295483,800134592.0725646
Punjab,2021,1,Sri Muktsar Sahib,125454,1553575,378201,969640044.7918326
Punjab,2021,1,Firozepur,135570,1856298,447201,1235768673.1019611
Punjab,2021,1,Amritsar,456913,6431045,1823100,4535248139.891067
Punjab,2021,1,Fatehgarh Sahib,112449,1614595,395693,762704864.751643
Punjab,2021,1,Barnala,79294,902867,213402,567704477.2682207
Punjab,2021,1,Tarn Taran,110661,1517174,372077,1100852834.0893908
Punjab,2021,1,Gurdaspur,187933,2229430,535219,1479254052.7352686
Punjab,2021,1,Rupnagar,125466,1709178,431769,943540386.5908539
Punjab,2021,1,Sangrur,243382,2884693,697801,1779386402.710884
Punjab,2021,1,Hoshiarpur,207567,2395805,585780,1384031539.442925
Punjab,2021,2,Sas Nagar,675022,8804039,4707042,7288830376.63194
Punjab,2021,2,Patiala,452152,5873453,1870993,4409169677.402311
Punjab,2021,2,Jalandhar,459789,5335908,1968477,4316968650.261899
Punjab,2021,2,Ludhiana,1204126,12949093,11475061,23530471085.652363
Punjab,2021,2,Pathankot,158252,2445879,731752,1772534610.4927375
Punjab,2021,2,Fazilka,265874,5712760,1140866,2840373948.4850025
Punjab,2021,2,Bathinda,309805,5153282,1271905,3102199906.6400814
Punjab,2021,2,Kapurthala,131323,2172524,617180,1181217113.1622295
Punjab,2021,2,Moga,120168,2081298,390090,1036948696.0490458
Punjab,2021,2,Shahid Bhagat Singh Nagar,67197,1146382,199137,428472492.11062515
Punjab,2021,2,Mansa,115045,1913079,299561,842455754.8990321
Punjab,2021,2,Faridkot,100793,1731270,360862,970606063.4479282
Punjab,2021,2,Sri Muktsar Sahib,135088,2862666,461666,1217120126.5530572
Punjab,2021,2,Firozepur,145688,2779851,566212,1515459267.406472
Punjab,2021,2,Amritsar,489463,6079531,2166296,5279064151.566084
Punjab,2021,2,Fatehgarh Sahib,120891,1639400,432074,882379156.0519567
Punjab,2021,2,Barnala,85341,1547066,260490,682913602.7028843
Punjab,2021,2,Tarn Taran,118896,3161261,478877,1414918504.4248867
Punjab,2021,2,Gurdaspur,201976,3100780,679681,1859640037.2663374
Punjab,2021,2,Rupnagar,134686,1976729,519639,1107250487.3937266
Punjab,2021,2,Sangrur,261746,4108982,852138,2194371528.5795517
Punjab,2021,2,Hoshiarpur,223227,3318856,721249,1657693325.435227
Punjab,2021,3,Sas Nagar,723884,10981780,6040235,8963728598.89373
Punjab,2021,3,Patiala,486329,7279309,2400121,5270148761.145614
Punjab,2021,3,Jalandhar,494582,6722302,2663707,5579482421.017923
Punjab,2021,3,Ludhiana,1296796,16721648,16104345,30807741534.262596
Punjab,2021,3,Pathankot,170194,2970204,936270,2224480978.571439
Punjab,2021,3,Fazilka,287001,7085113,1378018,3111874915.8745384
Punjab,2021,3,Bathinda,333661,6724159,1647401,3788551283.1761484
Punjab,2021,3,Kapurthala,141349,2653351,750543,1431884221.121972
Punjab,2021,3,Moga,129617,2597011,500887,1220181198.335445
Punjab,2021,3,Shahid Bhagat Singh Nagar,72568,1369873,246166,522681572.63744915
Punjab,2021,3,Mansa,124152,2350812,358173,930129970.1113764
Punjab,2021,3,Faridkot,108719,2217480,459444,1139863249.9626758
Punjab,2021,3,Sri Muktsar Sahib,145923,3352297,565139,1387666369.4370604
Punjab,2021,3,Firozepur,156926,3678385,726158,1775054774.924417
Punjab,2021,3,Amritsar,525756,8024927,2859630,6530832877.10007
Punjab,2021,3,Fatehgarh Sahib,130248,2109806,578476,1082095437.8984244
Punjab,2021,3,Barnala,92267,1793599,320049,763404748.4096816
Punjab,2021,3,Tarn Taran,128419,4014967,605311,1622461111.8295758
Punjab,2021,3,Gurdaspur,217927,3684155,826384,2134471376.4741166
Punjab,2021,3,Rupnagar,145176,2375863,643288,1299731447.9082217
Punjab,2021,3,Sangrur,282372,4825055,1015897,2422730555.689826
Punjab,2021,3,Hoshiarpur,240996,4082059,907847,1983363435.829631
Punjab,2021,4,Sas Nagar,772068,19091864,7503637,11088791931.951628
Punjab,2021,4,Patiala,519356,10326956,2901070,6755184061.574617
Punjab,2021,4,Jalandhar,528440,9280475,3218973,7030833843.587089
Punjab,2021,4,Ludhiana,1388951,26907720,19553778,39292772660.87953
Punjab,2021,4,Pathankot,182017,4601679,1200445,2875653268.713999
Punjab,2021,4,Fazilka,307291,7439770,1650972,4131028405.490648
Punjab,2021,4,Bathinda,356940,7533553,2056317,4674339276.828988
Punjab,2021,4,Kapurthala,151071,3111765,1175355,2110713842.5000901
Punjab,2021,4,Moga,138512,2465597,606632,1577207232.1698253
Punjab,2021,4,Shahid Bhagat Singh Nagar,77630,1245533,292751,677038189.9428892
Punjab,2021,4,Mansa,133151,2052073,431397,1152855636.813005
Punjab,2021,4,Faridkot,116313,2213987,566020,1451743775.3929482
Punjab,2021,4,Sri Muktsar Sahib,156399,2922366,679638,1754917964.1061363
Punjab,2021,4,Firozepur,167665,3548209,873797,2296641050.612264
Punjab,2021,4,Amritsar,560687,10809523,3576353,8606940269.65073
Punjab,2021,4,Fatehgarh Sahib,139335,2829379,724497,1400988326.952087
Punjab,2021,4,Barnala,98846,1705235,384260,1018474611.0955205
Punjab,2021,4,Tarn Taran,137220,3326397,773669,2342100805.235133
Punjab,2021,4,Gurdaspur,232798,4410334,1063972,2953340265.967179
Punjab,2021,4,Rupnagar,155284,3004362,794332,1677659589.705927
Punjab,2021,4,Sangrur,302394,5163673,1205039,3205553098.0632915
Punjab,2021,4,Hoshiarpur,257735,4437049,1126456,2635348134.766356
Punjab,2020,1,Sas Nagar,460416,8395805,2856044,4802064278.867108
Punjab,2020,1,Patiala,287330,3967305,886202,1884698406.1873355
Punjab,2020,1,Jalandhar,282191,3840409,1138166,2475070637.207554
Punjab,2020,1,Ludhiana,756590,11119366,4234211,9811040748.858643
Punjab,2020,1,Pathankot,99453,1401796,319051,712417309.7860878
Punjab,2020,1,Fazilka,168714,2488961,500308,1106991298.8320842
Punjab,2020,1,Bathinda,200425,2727950,601259,1321796468.7923625
Punjab,2020,1,Kapurthala,80875,2265592,733357,736259091.7068343
Punjab,2020,1,Moga,69394,854897,191581,477227285.3974912
Punjab,2020,1,Shahid Bhagat Singh Nagar,38821,490108,110675,206585474.39298913
Punjab,2020,1,Mansa,74105,799060,173601,362704934.75361466
Punjab,2020,1,Faridkot,61578,758282,160949,395495517.13154745
Punjab,2020,1,Sri Muktsar Sahib,84164,1014080,208829,456795598.75286245
Punjab,2020,1,Firozepur,90278,1268154,267749,646106297.4635148
Punjab,2020,1,Amritsar,303767,3974667,960246,2170491285.561859
Punjab,2020,1,Fatehgarh Sahib,72422,995685,225225,364427850.20396817
Punjab,2020,1,Barnala,51941,603429,132642,313081637.3420816
Punjab,2020,1,Tarn Taran,66491,874175,198070,523230607.2132381
Punjab,2020,1,Gurdaspur,116534,1354661,282241,629640243.3035197
Punjab,2020,1,Rupnagar,82807,1115635,251877,464355645.35315883
Punjab,2020,1,Sangrur,161513,2080788,464316,899705429.0338153
Punjab,2020,1,Hoshiarpur,129693,1462905,321185,613999219.7583513
Punjab,2020,2,Sas Nagar,498018,5834843,1839791,3374122041.3441267
Punjab,2020,2,Patiala,323801,3955850,922228,1936659811.7674751
Punjab,2020,2,Jalandhar,320498,3693900,1023443,2169814875.621091
Punjab,2020,2,Ludhiana,853140,10720306,3918678,9202417232.515121
Punjab,2020,2,Pathankot,113067,1625788,394701,828442435.8246017
Punjab,2020,2,Fazilka,188515,2747541,593260,1345296833.0455809
Punjab,2020,2,Bathinda,222968,2668136,627821,1418732928.7795854
Punjab,2020,2,Kapurthala,91387,1079840,283656,531729022.5877429
Punjab,2020,2,Moga,81013,928962,210593,507379498.0839576
Punjab,2020,2,Shahid Bhagat Singh Nagar,45867,557697,146772,249321420.60742584
Punjab,2020,2,Mansa,83176,843138,195305,427470268.0398929
Punjab,2020,2,Faridkot,70252,841168,194882,473676684.22172886
Punjab,2020,2,Sri Muktsar Sahib,95421,1087803,241518,534460969.84198153
Punjab,2020,2,Firozepur,102253,1366144,312560,762478210.8187581
Punjab,2020,2,Amritsar,343732,3868572,968730,2109955827.7419932
Punjab,2020,2,Fatehgarh Sahib,83254,993979,226303,361269235.7237024
Punjab,2020,2,Barnala,59490,650469,140707,318774599.41186976
Punjab,2020,2,Tarn Taran,79790,1059453,262356,645838390.469635
Punjab,2020,2,Gurdaspur,137571,1652130,368986,785055258.3011489
Punjab,2020,2,Rupnagar,95464,1193440,280893,495729228.3409338
Punjab,2020,2,Sangrur,183342,2108122,497181,1065127674.2908587
Punjab,2020,2,Hoshiarpur,153462,1812295,430930,740901804.834342
Punjab,2020,3,Sas Nagar,540527,7964796,2481665,4322991690.252305
Punjab,2020,3,Patiala,358126,4622948,1133088,2639345147.6046906
Punjab,2020,3,Jalandhar,359980,4306433,1143419,2630961420.321203
Punjab,2020,3,Ludhiana,944936,12240572,5373096,13411978555.224403
Punjab,2020,3,Pathankot,124994,1823052,447422,1117386418.785541
Punjab,2020,3,Fazilka,208929,2971338,650223,1533956137.401909
Punjab,2020,3,Bathinda,245674,3075052,761837,1942683602.933688
Punjab,2020,3,Kapurthala,102054,1216117,304892,651056198.9365519
Punjab,2020,3,Moga,92544,994863,225758,602239080.9487607
Punjab,2020,3,Shahid Bhagat Singh Nagar,52007,568643,133766,266667583.91423178
Punjab,2020,3,Mansa,91467,898524,203014,491905113.01903284
Punjab,2020,3,Faridkot,78676,934414,219522,581223102.7123432
Punjab,2020,3,Sri Muktsar Sahib,105998,1174550,264597,638000001.3578072
Punjab,2020,3,Firozepur,114475,1477580,343064,915595083.5539353
Punjab,2020,3,Amritsar,383166,4571038,1171180,2977010022.917255
Punjab,2020,3,Fatehgarh Sahib,93571,1120472,271574,517956571.88600314
Punjab,2020,3,Barnala,66758,703985,153737,376310320.760211
Punjab,2020,3,Tarn Taran,91194,1111339,261186,697808778.4232113
Punjab,2020,3,Gurdaspur,155619,1702583,390401,964246073.2802038
Punjab,2020,3,Rupnagar,106045,1287673,311185,660672227.5681767
Punjab,2020,3,Sangrur,204491,2286598,520244,1244533965.4714077
Punjab,2020,3,Hoshiarpur,173002,1894162,444703,938565050.5404744
Punjab,2020,4,Sas Nagar,586500,10389939,3755533,6001552668.838072
Punjab,2020,4,Patiala,391658,5439173,1580719,3741094568.09765
Punjab,2020,4,Jalandhar,396951,5107171,1514774,3490141380.4519215
Punjab,2020,4,Ludhiana,1037696,15042418,6433526,16002263104.777649
Punjab,2020,4,Pathankot,136917,2165639,613446,1556030355.8837295
Punjab,2020,4,Fazilka,228837,3521818,898108,2330645109.184926
Punjab,2020,4,Bathinda,267808,3673311,1029813,2560230080.072486
Punjab,2020,4,Kapurthala,113254,1466363,436469,913947164.6455272
Punjab,2020,4,Moga,103311,1172840,312629,850637407.1420672
Punjab,2020,4,Shahid Bhagat Singh Nagar,57655,642364,171514,364671502.35093296
Punjab,2020,4,Mansa,99292,995245,251729,690386270.4409262
Punjab,2020,4,Faridkot,86811,1111008,306409,825084777.2741756
Punjab,2020,4,Sri Muktsar Sahib,116292,1389976,374112,943798169.2289516
Punjab,2020,4,Firozepur,125577,1707112,461706,1296371290.8645093
Punjab,2020,4,Amritsar,423283,5557799,1634555,4214164098.316762
Punjab,2020,4,Fatehgarh Sahib,103647,1365222,376380,773200338.865615
Punjab,2020,4,Barnala,73443,811463,211664,543907704.3118169
Punjab,2020,4,Tarn Taran,102096,1326388,371134,1101751631.844421
Punjab,2020,4,Gurdaspur,173650,1985407,536367,1458949621.439971
Punjab,2020,4,Rupnagar,116268,1524661,432993,957695711.549835
Punjab,2020,4,Sangrur,225211,2653964,709657,1815228277.1126366
Punjab,2020,4,Hoshiarpur,191711,2141902,584688,1343655246.8605404
Punjab,2018,1,Sas Nagar,121113,0,285119,465850273.6343405
Punjab,2018,1,Patiala,66507,0,131111,216716752.3274328
Punjab,2018,1,Jalandhar,57808,0,118981,193577710.74675983
Punjab,2018,1,Ludhiana,168625,0,427197,563038260.5420344
Punjab,2018,1,Pathankot,20420,0,51474,81047251.32470225
Punjab,2018,1,Fazilka,44823,0,100864,118915901.3809619
Punjab,2018,1,Bathinda,52466,0,96310,151709303.3472533
Punjab,2018,1,Kapurthala,18281,0,65770,79325181.77412872
Punjab,2018,1,Moga,13894,0,32992,59439080.88744533
Punjab,2018,1,Shahid Bhagat Singh Nagar,7519,0,20891,31984799.717137292
Punjab,2018,1,Mansa,20521,0,47047,41535817.90595643
Punjab,2018,1,Faridkot,14795,0,31684,45932933.79169293
Punjab,2018,1,Sri Muktsar Sahib,21239,0,44697,54146157.15264935
Punjab,2018,1,Firozepur,19987,0,43858,68077291.26643817
Punjab,2018,1,Amritsar,59685,0,98115,200091373.4518867
Punjab,2018,1,Fatehgarh Sahib,14764,0,31868,43563884.00230488
Punjab,2018,1,Barnala,12242,0,20348,30779491.360747688
Punjab,2018,1,Tarn Taran,11244,0,23026,43205533.216036156
Punjab,2018,1,Gurdaspur,21372,0,33787,57534101.01561795
Punjab,2018,1,Rupnagar,17004,0,33059,51094982.228189036
Punjab,2018,1,Sangrur,37485,0,89227,118420389.52793653
Punjab,2018,1,Hoshiarpur,25348,0,43008,64771754.252753496
Punjab,2018,2,Sas Nagar,161605,0,387752,730035482.9606797
Punjab,2018,2,Patiala,90123,0,196259,371254259.4379476
Punjab,2018,2,Jalandhar,79991,0,158547,333928450.34592813
Punjab,2018,2,Ludhiana,230404,0,572930,935892631.8609879
Punjab,2018,2,Pathankot,29096,0,78612,158739383.40365845
Punjab,2018,2,Fazilka,60134,0,132032,203431002.47284475
Punjab,2018,2,Bathinda,70948,0,146307,267391852.08765233
Punjab,2018,2,Kapurthala,24556,0,80199,143776925.54049534
Punjab,2018,2,Moga,18850,0,43157,99196919.97429472
Punjab,2018,2,Shahid Bhagat Singh Nagar,10332,0,27601,57097563.75463554
Punjab,2018,2,Mansa,27053,0,61637,73350476.69493681
Punjab,2018,2,Faridkot,19714,0,39283,82684843.48048516
Punjab,2018,2,Sri Muktsar Sahib,28590,0,62150,98991562.11189887
Punjab,2018,2,Firozepur,27110,0,61163,112984834.34917663
Punjab,2018,2,Amritsar,82735,0,147287,334246873.79937446
Punjab,2018,2,Fatehgarh Sahib,20549,0,45947,73715314.65665385
Punjab,2018,2,Barnala,16405,0,27175,55951707.92772633
Punjab,2018,2,Tarn Taran,15514,0,30289,62616087.618352324
Punjab,2018,2,Gurdaspur,29910,0,51270,96002110.3022901
Punjab,2018,2,Rupnagar,23246,0,44278,84494301.9300065
Punjab,2018,2,Sangrur,50749,0,125761,193602226.83944377
Punjab,2018,2,Hoshiarpur,34576,0,61527,115287400.4575735
Punjab,2018,3,Sas Nagar,201458,0,547349,1070550639.2870404
Punjab,2018,3,Patiala,113902,0,250988,563579570.2701482
Punjab,2018,3,Jalandhar,104824,0,215686,521388263.73223054
Punjab,2018,3,Ludhiana,296414,0,778963,1456417150.3474631
Punjab,2018,3,Pathankot,37880,0,108152,279349329.1457398
Punjab,2018,3,Fazilka,73785,0,157892,270023103.2648601
Punjab,2018,3,Bathinda,88508,0,187177,400049254.5805787
Punjab,2018,3,Kapurthala,31128,0,106984,188312115.6799224
Punjab,2018,3,Moga,24873,0,57523,136586192.7992548
Punjab,2018,3,Shahid Bhagat Singh Nagar,13651,0,50360,75243771.62254676
Punjab,2018,3,Mansa,32798,0,66110,109278595.36315215
Punjab,2018,3,Faridkot,25150,0,50038,115912811.53407659
Punjab,2018,3,Sri Muktsar Sahib,35579,0,68801,136393053.694744
Punjab,2018,3,Firozepur,34756,0,82490,171196760.05485505
Punjab,2018,3,Amritsar,108935,0,195357,530829226.63244426
Punjab,2018,3,Fatehgarh Sahib,26642,0,54979,106015403.04070948
Punjab,2018,3,Barnala,20578,0,30636,73261685.88822013
Punjab,2018,3,Tarn Taran,21326,0,38829,100240826.21259984
Punjab,2018,3,Gurdaspur,39920,0,63775,164460952.48305684
Punjab,2018,3,Rupnagar,30201,0,58143,124959700.08678234
Punjab,2018,3,Sangrur,64978,0,206582,284133550.35333884
Punjab,2018,3,Hoshiarpur,45862,0,85294,187505087.74747258
Punjab,2018,4,Sas Nagar,250733,0,771033,1538255981.1155858
Punjab,2018,4,Patiala,142989,0,343229,854933124.0667864
Punjab,2018,4,Jalandhar,135966,0,309298,787278146.4736681
Punjab,2018,4,Ludhiana,378237,0,1098598,2226953590.8612576
Punjab,2018,4,Pathankot,49244,0,155199,443194938.3785553
Punjab,2018,4,Fazilka,89590,0,213017,434770271.47232676
Punjab,2018,4,Bathinda,109505,0,253384,614565899.4866277
Punjab,2018,4,Kapurthala,39412,0,140093,271879526.83803904
Punjab,2018,4,Moga,31737,0,75355,206539665.30748087
Punjab,2018,4,Shahid Bhagat Singh Nagar,17534,0,52020,101794334.72433561
Punjab,2018,4,Mansa,39841,0,97259,170157569.79721564
Punjab,2018,4,Faridkot,31389,0,69239,190667368.606776
Punjab,2018,4,Sri Muktsar Sahib,44046,0,93772,206325699.0007839
Punjab,2018,4,Firozepur,44095,0,119242,288718525.23498666
Punjab,2018,4,Amritsar,141933,0,300266,797440476.1615218
Punjab,2018,4,Fatehgarh Sahib,33652,0,76726,157545285.39016566
Punjab,2018,4,Barnala,25961,0,47591,120710676.87662092
Punjab,2018,4,Tarn Taran,27566,0,61707,180051384.3071888
Punjab,2018,4,Gurdaspur,51644,0,99359,266120794.01177457
Punjab,2018,4,Rupnagar,38623,0,83391,193579955.2188816
Punjab,2018,4,Sangrur,82334,0,300930,429092237.0505666
Punjab,2018,4,Hoshiarpur,59684,0,126429,301407123.2684921
Arunachal Pradesh,2022,1,Lepa Rada,4049,1182371,33504,116144345.41984761
Arunachal Pradesh,2022,1,West Siang,14420,1420049,92331,315562272.5888671
Arunachal Pradesh,2022,1,Kra Daadi,1701,720274,14110,54761962.54116271
Arunachal Pradesh,2022,1,Anjaw,3560,640611,21058,70149358.0827275
Arunachal Pradesh,2022,1,Pakke Kessang,887,770322,8817,26463907.43466976
Arunachal Pradesh,2022,1,East Kameng,5355,703590,36452,157804149.97029108
Arunachal Pradesh,2022,1,Tawang,15589,1922991,86721,346661566.51465106
Arunachal Pradesh,2022,1,Lohit,19214,3212352,169954,393361044.4830233
Arunachal Pradesh,2022,1,Kamle,1144,758412,11978,39224415.796201825
Arunachal Pradesh,2022,1,Longding,5700,1728795,43533,138915391.14290744
Arunachal Pradesh,2022,1,Shi Yomi,540,230973,2903,19772208.730185587
Arunachal Pradesh,2022,1,Siang,3942,1227784,23793,80549877.87323424
Arunachal Pradesh,2022,1,Dibang Valley,656,267633,2927,15694666.656907387
Arunachal Pradesh,2022,1,Changlang,26904,4323291,171494,490549428.7793704
Arunachal Pradesh,2022,1,Upper Siang,5146,2047229,43428,156487414.60212946
Arunachal Pradesh,2022,1,Lower Dibang Valley,11401,1918566,83531,235243185.52128848
Arunachal Pradesh,2022,1,Lower Siang,4882,1085994,29595,80036191.45641762
Arunachal Pradesh,2022,1,Kurung Kumey,1744,845626,10401,46127063.32319221
Arunachal Pradesh,2022,1,Lower Subansiri,10854,1566925,73100,239825149.91154164
Arunachal Pradesh,2022,1,Upper Subansiri,8731,921019,61408,250527144.28565046
Arunachal Pradesh,2022,1,Tirap,9972,1634844,59514,181768733.7198426
Arunachal Pradesh,2022,1,Namsai,14054,1536586,117173,256004887.5750422
Arunachal Pradesh,2022,1,East Siang,25763,3444101,201945,501600929.04419017
Arunachal Pradesh,2022,1,Papum Pare,111271,3209286,1163726,2909248438.629796
Arunachal Pradesh,2022,1,West Kameng,27860,4098935,240672,705607894.004217
Arunachal Pradesh,2022,2,Lepa Rada,4265,1110684,40528,118031124.67116562
Arunachal Pradesh,2022,2,West Siang,15231,1555876,121772,375530981.6496287
Arunachal Pradesh,2022,2,Kra Daadi,1797,724575,15115,64226643.96066442
Arunachal Pradesh,2022,2,Anjaw,3769,942878,29854,100406271.77969864
Arunachal Pradesh,2022,2,Pakke Kessang,945,590302,10309,27595370.58732931
Arunachal Pradesh,2022,2,East Kameng,5680,791335,45363,191450485.63458514
Arunachal Pradesh,2022,2,Tawang,16475,3393271,132824,494351396.8226247
Arunachal Pradesh,2022,2,Lohit,20325,3608724,226199,502322813.6384014
Arunachal Pradesh,2022,2,Kamle,1210,1066185,15014,44602505.00778252
Arunachal Pradesh,2022,2,Longding,6034,1821245,53158,160788732.81339836
Arunachal Pradesh,2022,2,Shi Yomi,575,197796,3929,28306519.496313594
Arunachal Pradesh,2022,2,Siang,4160,1500428,28364,83637271.88783586
Arunachal Pradesh,2022,2,Dibang Valley,701,212502,3179,17089738.718757033
Arunachal Pradesh,2022,2,Changlang,28495,5476741,203732,513287861.1029648
Arunachal Pradesh,2022,2,Upper Siang,5440,2396815,48672,156044689.03497896
Arunachal Pradesh,2022,2,Lower Dibang Valley,12040,2045531,104498,271945446.39483917
Arunachal Pradesh,2022,2,Lower Siang,5161,1296404,35467,92504503.65485632
Arunachal Pradesh,2022,2,Kurung Kumey,1854,734369,11548,48364588.79678346
Arunachal Pradesh,2022,2,Lower Subansiri,11479,1637036,94109,287993729.7711809
Arunachal Pradesh,2022,2,Upper Subansiri,9235,1261876,69169,253134359.51780328
Arunachal Pradesh,2022,2,Tirap,10538,2173316,77626,237900567.7289177
Arunachal Pradesh,2022,2,Namsai,14887,2283314,152652,293920909.24794424
Arunachal Pradesh,2022,2,East Siang,27240,3704889,261162,604825118.1911322
Arunachal Pradesh,2022,2,Papum Pare,117568,3870115,1444757,3269917296.559577
Arunachal Pradesh,2022,2,West Kameng,29424,5493311,327925,893486447.5566866
Arunachal Pradesh,2022,3,Lepa Rada,4510,1208942,38997,105244758.5087227
Arunachal Pradesh,2022,3,West Siang,16063,1637984,136332,395192937.9954808
Arunachal Pradesh,2022,3,Kra Daadi,1893,1436202,15939,59014513.91034414
Arunachal Pradesh,2022,3,Anjaw,3966,844043,32452,104784905.2209255
Arunachal Pradesh,2022,3,Pakke Kessang,980,1039686,12764,26095563.60834673
Arunachal Pradesh,2022,3,East Kameng,5997,1054633,52570,166910810.4295592
Arunachal Pradesh,2022,3,Tawang,17281,4728673,138313,514855579.7238326
Arunachal Pradesh,2022,3,Lohit,21385,4282624,236792,461745616.9201143
Arunachal Pradesh,2022,3,Kamle,1262,1335449,16300,40508790.17987645
Arunachal Pradesh,2022,3,Longding,6321,2587741,57360,154461013.00605297
Arunachal Pradesh,2022,3,Shi Yomi,598,312490,4909,31175974.40628878
Arunachal Pradesh,2022,3,Siang,4369,1681957,34204,91702284.02541924
Arunachal Pradesh,2022,3,Dibang Valley,740,285052,3266,19490605.610856578
Arunachal Pradesh,2022,3,Changlang,29965,5703178,216609,492535245.0550784
Arunachal Pradesh,2022,3,Upper Siang,5690,2257253,51285,160298876.32394755
Arunachal Pradesh,2022,3,Lower Dibang Valley,12668,2160151,112848,273001216.6677967
Arunachal Pradesh,2022,3,Lower Siang,5436,1508192,38480,85746020.38579762
Arunachal Pradesh,2022,3,Kurung Kumey,1936,861405,12677,54808629.689540036
Arunachal Pradesh,2022,3,Lower Subansiri,12085,2475131,109261,285712248.1429684
Arunachal Pradesh,2022,3,Upper Subansiri,9713,1535818,77637,256409311.95083195
Arunachal Pradesh,2022,3,Tirap,11115,2414601,79206,216482194.52850336
Arunachal Pradesh,2022,3,Namsai,15642,2424843,151676,277199997.0357646
Arunachal Pradesh,2022,3,East Siang,28698,3767855,286766,594752976.4068052
Arunachal Pradesh,2022,3,Papum Pare,124095,4843797,1651143,3211809407.131925
Arunachal Pradesh,2022,3,West Kameng,30964,7334928,371632,945171308.1838298
Arunachal Pradesh,2022,4,Lepa Rada,4730,345752,51416,127294274.35791278
Arunachal Pradesh,2022,4,West Siang,16816,964082,176377,449302139.4960692
Arunachal Pradesh,2022,4,Kra Daadi,1960,131838,19724,69295211.52201861
Arunachal Pradesh,2022,4,Anjaw,4105,197829,31170,86691809.7433357
Arunachal Pradesh,2022,4,Pakke Kessang,1013,72545,15377,28806042.8090343
Arunachal Pradesh,2022,4,East Kameng,6307,390756,68774,178064501.28067553
Arunachal Pradesh,2022,4,Tawang,18003,947132,155419,518332824.89263654
Arunachal Pradesh,2022,4,Lohit,22359,1441490,276551,503661703.8315097
Arunachal Pradesh,2022,4,Kamle,1301,131540,22093,54695370.469332285
Arunachal Pradesh,2022,4,Longding,6590,442997,63481,151727225.22689673
Arunachal Pradesh,2022,4,Shi Yomi,615,25308,4926,33977040.52287009
Arunachal Pradesh,2022,4,Siang,4500,277881,46250,124012661.78071377
Arunachal Pradesh,2022,4,Dibang Valley,752,15469,3440,17938501.796178654
Arunachal Pradesh,2022,4,Changlang,31196,1611653,254818,572195646.772961
Arunachal Pradesh,2022,4,Upper Siang,5930,277877,61031,174436476.513136
Arunachal Pradesh,2022,4,Lower Dibang Valley,13188,799856,137218,308329533.63406837
Arunachal Pradesh,2022,4,Lower Siang,5633,318731,50212,111700711.05104405
Arunachal Pradesh,2022,4,Kurung Kumey,2008,72926,14780,55991360.89182171
Arunachal Pradesh,2022,4,Lower Subansiri,12630,833741,143172,339443886.23657525
Arunachal Pradesh,2022,4,Upper Subansiri,10189,456906,93017,285077053.9982841
Arunachal Pradesh,2022,4,Tirap,11584,645541,88024,205933250.0190781
Arunachal Pradesh,2022,4,Namsai,16322,1096224,188919,307955075.5201911
