State,District,Theft_2017,Theft_2018,Theft_2019,RegisteredUsers_2017,RegisteredUsers_2018,TransactionVolume_2018,RegisteredUsers_2019,TransactionVolume_2019,Population_2011,size_group
Uttar Pradesh,Hapur,646.0,510.0,481.0,34731.0,97238.0,581262.0,166710.0,1720578.0,,
Uttar Pradesh,Hardoi,400.0,362.0,281.0,33813.0,97562.0,571963.0,166833.0,1213286.0,4092845.0,4.0
Uttar Pradesh,Hathras,464.0,410.0,346.0,24848.0,71141.0,335879.0,127615.0,879538.0,1564708.0,3.0
Uttar Pradesh,Jalaun,293.0,209.0,210.0,32085.0,82094.0,553861.0,130530.0,1037525.0,1689974.0,3.0
Uttar Pradesh,Jaunpur,582.0,595.0,681.0,78930.0,229957.0,1571188.0,376245.0,3407879.0,4494204.0,4.0
Uttar Pradesh,Jhansi,443.0,373.0,383.0,74623.0,178538.0,1211428.0,279897.0,3148561.0,1998603.0,3.0
Uttar Pradesh,Kannauj,211.0,191.0,144.0,19583.0,60722.0,514853.0,110383.0,869068.0,1656616.0,3.0
Uttar Pradesh,Kanpur Dehat,242.0,181.0,190.0,18293.0,55057.0,333549.0,99757.0,815536.0,,
Uttar Pradesh,Kanpur Nagar,2020.0,1701.0,1380.0,208389.0,511583.0,3308373.0,788847.0,11089415.0,4581268.0,4.0
Uttar Pradesh,Kasganj,246.0,231.0,261.0,15670.0,46990.0,243275.0,85463.0,561855.0,,
Uttar Pradesh,Kaushambi,245.0,195.0,178.0,12102.0,36501.0,212186.0,67498.0,492105.0,1599596.0,3.0
Uttar Pradesh,Kheri,804.0,632.0,522.0,51685.0,139817.0,1497774.0,242677.0,2158326.0,,
Uttar Pradesh,Kushinagar,274.0,361.0,306.0,60631.0,178069.0,1565053.0,294988.0,3515174.0,3564544.0,4.0
Uttar Pradesh,Lalitpur,129.0,158.0,85.0,20957.0,52158.0,445882.0,85820.0,889098.0,1221592.0,2.0
Uttar Pradesh,Lucknow,4974.0,4209.0,3183.0,380070.0,896208.0,6596093.0,1329098.0,45262941.0,4589838.0,4.0
Uttar Pradesh,Maharajganj,82.0,62.0,201.0,33481.0,116789.0,928619.0,189603.0,1919902.0,,
Uttar Pradesh,Mahoba,106.0,81.0,63.0,12930.0,33600.0,211692.0,54536.0,425468.0,875958.0,2.0
Uttar Pradesh,Mainpuri,576.0,371.0,373.0,25568.0,74458.0,460118.0,135739.0,927810.0,1868529.0,3.0
Uttar Pradesh,Mathura,1451.0,1455.0,1352.0,70100.0,196168.0,1034595.0,352252.0,3160876.0,2547184.0,4.0
Uttar Pradesh,Mau,253.0,177.0,215.0,36792.0,103587.0,698808.0,168403.0,1396961.0,2205968.0,3.0
Uttar Pradesh,Meerut,3051.0,2773.0,2681.0,123619.0,311930.0,1780920.0,509693.0,5493454.0,3443689.0,4.0
Uttar Pradesh,Mirzapur,67.0,61.0,200.0,39327.0,118790.0,755571.0,184275.0,1623873.0,2496970.0,4.0
Uttar Pradesh,Moradabad,965.0,756.0,707.0,57057.0,149856.0,919643.0,257312.0,2062728.0,4772006.0,4.0
Uttar Pradesh,Muzaffarnagar,705.0,584.0,454.0,56136.0,146672.0,869083.0,253057.0,1953211.0,4143512.0,4.0
Uttar Pradesh,Pilibhit,261.0,221.0,241.0,28407.0,76898.0,602993.0,131381.0,1110183.0,2031007.0,3.0
Uttar Pradesh,Pratapgarh,573.0,546.0,457.0,41557.0,121687.0,774725.0,208100.0,1667891.0,3209141.0,4.0
Uttar Pradesh,Prayagraj,2255.0,2370.0,2130.0,220198.0,532230.0,4127906.0,816436.0,10991559.0,5954391.0,4.0
Uttar Pradesh,Rae Bareli,295.0,339.0,409.0,34388.0,92979.0,615280.0,151785.0,1304983.0,3405559.0,4.0
Uttar Pradesh,Rampur,435.0,360.0,203.0,30312.0,78177.0,803575.0,133897.0,1125444.0,2335819.0,3.0
Uttar Pradesh,Saharanpur,666.0,535.0,477.0,73819.0,195185.0,1225677.0,332027.0,3286051.0,3466382.0,4.0
Uttar Pradesh,Sambhal,410.0,347.0,215.0,22039.0,60840.0,337180.0,107252.0,705994.0,,
Uttar Pradesh,Sant Kabeer Nagar,102.0,144.0,109.0,19906.0,61589.0,413400.0,106578.0,1019412.0,,
Uttar Pradesh,Shahjahanpur,219.0,150.0,209.0,39155.0,102828.0,616818.0,171075.0,1284912.0,,
Uttar Pradesh,Shamli,394.0,261.0,255.0,23247.0,60928.0,312402.0,105856.0,784443.0,,
Uttar Pradesh,Shravasti,51.0,56.0,56.0,5380.0,16894.0,128614.0,29560.0,269660.0,1117361.0,2.0
Uttar Pradesh,Siddharthnagar,94.0,105.0,92.0,24858.0,74730.0,580221.0,132802.0,1337871.0,,
Uttar Pradesh,Sitapur,772.0,623.0,655.0,39869.0,125826.0,2152935.0,223690.0,2090826.0,4483992.0,4.0
Uttar Pradesh,Sonbhadra,166.0,148.0,152.0,44097.0,107237.0,891063.0,163017.0,1876573.0,1862559.0,3.0
Uttar Pradesh,Sultanpur,435.0,388.0,485.0,38698.0,105768.0,758010.0,175425.0,1766784.0,3797117.0,4.0
Uttar Pradesh,Unnao,410.0,394.0,368.0,33339.0,95607.0,546698.0,163038.0,1308118.0,3108367.0,4.0
Uttar Pradesh,Varanasi,1060.0,1106.0,1664.0,206788.0,524667.0,6521344.0,777234.0,11048506.0,3676841.0,4.0
Uttarakhand,Almora,3.0,13.0,8.0,11367.0,33092.0,188035.0,55964.0,451997.0,622506.0,1.0
Uttarakhand,Bageshwar,3.0,3.0,2.0,4231.0,12260.0,60482.0,21756.0,140375.0,259898.0,1.0
Uttarakhand,Chamoli,5.0,13.0,18.0,7493.0,23274.0,111521.0,40668.0,321525.0,391605.0,1.0
Uttarakhand,Champawat,8.0,3.0,9.0,5442.0,15679.0,79185.0,25824.0,194534.0,259648.0,1.0
Uttarakhand,Dehradun,422.0,414.0,377.0,147998.0,369578.0,2214366.0,593420.0,8152466.0,1696694.0,3.0
Uttarakhand,Haridwar,822.0,769.0,597.0,104823.0,262411.0,2014257.0,408768.0,5592275.0,1890422.0,3.0
Uttarakhand,Nainital,152.0,128.0,149.0,49083.0,118824.0,678384.0,186948.0,1634838.0,954605.0,2.0
Uttarakhand,Pauri Garhwal,44.0,35.0,26.0,20425.0,56173.0,349704.0,90270.0,822986.0,687271.0,1.0
Uttarakhand,Pithoragarh,9.0,10.0,13.0,8836.0,26621.0,142204.0,46554.0,354675.0,483439.0,1.0
Uttarakhand,Rudraprayag,5.0,4.0,1.0,4263.0,12967.0,69750.0,23316.0,199945.0,242285.0,1.0
Uttarakhand,Tehri Garhwal,18.0,21.0,31.0,13030.0,37689.0,194692.0,66293.0,533806.0,618931.0,1.0
Uttarakhand,Udham Singh Nagar,540.0,803.0,502.0,100236.0,238514.0,2169914.0,351112.0,4784938.0,1648902.0,3.0
Odisha,Anugul,396.0,425.0,413.0,56617.0,150627.0,1805603.0,228339.0,3963317.0,1273821.0,2.0
Odisha,Balangir,145.0,213.0,404.0,35271.0,103334.0,1075273.0,164257.0,1993063.0,1648997.0,3.0
Odisha,Baleshwar,354.0,327.0,402.0,100919.0,271095.0,6924125.0,410789.0,9064776.0,2320529.0,3.0
Odisha,Bargarh,238.0,229.0,255.0,32489.0,95811.0,1093291.0,150139.0,1881057.0,1481255.0,2.0
Odisha,Bhadrak,188.0,282.0,320.0,58050.0,166600.0,3160750.0,265259.0,5057756.0,1506337.0,3.0
Odisha,Boudh,48.0,32.0,69.0,9077.0,27059.0,313940.0,41238.0,694832.0,,
Odisha,Cuttack,157.0,202.0,251.0,135972.0,372513.0,6040687.0,578471.0,14763558.0,2624470.0,4.0
Odisha,Deogarh,56.0,60.0,37.0,5322.0,15760.0,208829.0,25015.0,397661.0,,
Odisha,Dhenkanal,169.0,155.0,215.0,46024.0,123780.0,2704458.0,184164.0,4061264.0,1192811.0,2.0
Odisha,Gajapati,23.0,38.0,38.0,9743.0,29177.0,236975.0,49762.0,731961.0,577817.0,1.0
Odisha,Ganjam,185.0,170.0,197.0,126158.0,332190.0,3952564.0,512643.0,8156180.0,3529031.0,4.0
Odisha,Jagatsinghapur,112.0,96.0,136.0,49264.0,138170.0,2222157.0,216687.0,3765176.0,1136971.0,2.0
Odisha,Jajapur,365.0,302.0,378.0,81133.0,236643.0,4004626.0,359087.0,7602946.0,1827192.0,3.0
Odisha,Jharsuguda,295.0,238.0,190.0,32514.0,86772.0,865412.0,127804.0,2069255.0,579505.0,1.0
Odisha,Kalahandi,97.0,125.0,159.0,30605.0,88614.0,866869.0,142961.0,1794149.0,1576869.0,3.0
Odisha,Kandhamal,90.0,94.0,100.0,10809.0,32425.0,266518.0,53868.0,671549.0,733110.0,1.0
Odisha,Kendrapara,101.0,103.0,147.0,44379.0,128331.0,2020006.0,205010.0,3616668.0,1440361.0,2.0
Odisha,Kendujhar,265.0,273.0,290.0,58968.0,167750.0,2636089.0,253988.0,5135693.0,1801733.0,3.0
Odisha,Khordha,146.0,161.0,185.0,308390.0,745457.0,11727599.0,1083466.0,69110676.0,2251673.0,3.0
Odisha,Koraput,203.0,154.0,190.0,25395.0,70168.0,569387.0,113919.0,1429209.0,1379647.0,2.0
Odisha,Malkangiri,50.0,34.0,79.0,5396.0,18853.0,113153.0,36017.0,357278.0,613192.0,1.0
Odisha,Mayurbhanj,162.0,177.0,274.0,50472.0,141789.0,2196737.0,223893.0,3275239.0,2519738.0,4.0
Odisha,Nabarangpur,60.0,42.0,55.0,9466.0,31360.0,237929.0,54715.0,635400.0,1220946.0,2.0
Odisha,Nayagarh,111.0,102.0,136.0,33533.0,95412.0,2175270.0,145821.0,3084951.0,962789.0,2.0
Odisha,Nuapada,73.0,92.0,112.0,8252.0,26448.0,205727.0,46063.0,470779.0,610382.0,1.0
Odisha,Puri,423.0,441.0,459.0,69923.0,195690.0,3189218.0,311477.0,5813075.0,1698730.0,3.0
Odisha,Rayagada,102.0,93.0,145.0,21756.0,62764.0,500682.0,103064.0,1547525.0,967911.0,2.0
Odisha,Sambalpur,410.0,483.0,494.0,47017.0,120726.0,1332366.0,183534.0,3319615.0,1041099.0,2.0
Odisha,Sonepur,63.0,82.0,141.0,15900.0,46710.0,834393.0,68480.0,1218515.0,610183.0,1.0
Odisha,Sundargarh,704.0,666.0,615.0,75201.0,198716.0,1682285.0,313040.0,4278748.0,2093437.0,3.0
Puducherry,Karaikal,59.0,0.0,0.0,3628.0,11549.0,87329.0,20775.0,182655.0,200222.0,1.0
Puducherry,Puducherry,593.0,622.0,484.0,42117.0,112798.0,590321.0,195398.0,2465949.0,950289.0,2.0
Punjab,Amritsar,169.0,126.0,148.0,59685.0,171264.0,741025.0,303767.0,2373812.0,2490656.0,4.0
Punjab,Barnala,123.0,140.0,122.0,12242.0,30391.0,125750.0,51941.0,304666.0,595527.0,1.0
Punjab,Bathinda,286.0,317.0,305.0,52466.0,128070.0,683178.0,200425.0,1586613.0,1388525.0,2.0
Punjab,Faridkot,81.0,81.0,122.0,14795.0,36743.0,190244.0,61578.0,412721.0,617508.0,1.0
Punjab,Fatehgarh Sahib,85.0,73.0,94.0,14764.0,40342.0,209520.0,72422.0,587355.0,600163.0,1.0
Punjab,Fazilka,68.0,83.0,105.0,44823.0,104942.0,603805.0,168714.0,1257208.0,,
Punjab,Firozepur,183.0,221.0,204.0,19987.0,52617.0,306753.0,90278.0,691887.0,,
Punjab,Gurdaspur,86.0,78.0,68.0,21372.0,62502.0,248191.0,116534.0,660743.0,2298323.0,3.0
Punjab,Hoshiarpur,231.0,208.0,241.0,25348.0,72128.0,316258.0,129693.0,787560.0,1586625.0,3.0
Punjab,Jalandhar,188.0,116.0,167.0,57808.0,164130.0,802512.0,282191.0,2809589.0,2193590.0,3.0
Punjab,Kapurthala,154.0,189.0,296.0,18281.0,46907.0,393046.0,80875.0,1713909.0,815168.0,2.0
Punjab,Ludhiana,269.0,226.0,202.0,168625.0,454370.0,2877688.0,756590.0,11862139.0,3498739.0,4.0
Punjab,Mansa,82.0,102.0,80.0,20521.0,45716.0,272053.0,74105.0,443016.0,769751.0,1.0
Punjab,Moga,172.0,150.0,188.0,13894.0,37832.0,209027.0,69394.0,418204.0,995746.0,2.0
Punjab,Pathankot,96.0,61.0,63.0,20420.0,59669.0,393437.0,99453.0,813691.0,,
Punjab,Patiala,331.0,507.0,438.0,66507.0,169872.0,921587.0,287330.0,2317766.0,1895686.0,3.0
Punjab,Rupnagar,90.0,117.0,80.0,17004.0,46877.0,218871.0,82807.0,605680.0,684627.0,1.0
Punjab,Sangrur,220.0,248.0,346.0,37485.0,97326.0,722500.0,161513.0,1434313.0,1655169.0,3.0
Punjab,Sas Nagar,435.0,480.0,489.0,121113.0,298288.0,1991253.0,460416.0,7753929.0,,
Punjab,Shahid Bhagat Singh Nagar,119.0,100.0,105.0,7519.0,21180.0,150872.0,38821.0,307662.0,612310.0,1.0
Punjab,Sri Muktsar Sahib,159.0,151.0,184.0,21239.0,51650.0,269420.0,84164.0,537744.0,901896.0,2.0
Punjab,Tarn Taran,149.0,121.0,151.0,11244.0,33774.0,153851.0,66491.0,407197.0,1119627.0,2.0
Rajasthan,Ajmer,867.0,806.0,1194.0,118458.0,290433.0,1505948.0,482545.0,5609801.0,2583052.0,4.0
Rajasthan,Alwar,2633.0,2620.0,3514.0,203096.0,517681.0,3769019.0,825297.0,12872559.0,3674179.0,4.0
Rajasthan,Banswara,158.0,184.0,368.0,18977.0,48096.0,245345.0,82838.0,637600.0,1797485.0,3.0
Rajasthan,Baran,397.0,395.0,585.0,34380.0,84261.0,531555.0,133269.0,1616328.0,1222755.0,2.0
Rajasthan,Barmer,364.0,369.0,530.0,60424.0,167463.0,892150.0,286601.0,2948457.0,2603751.0,4.0
Rajasthan,Bharatpur,1367.0,1456.0,1767.0,68429.0,186048.0,1208023.0,329290.0,3334503.0,2548462.0,4.0
Rajasthan,Bhilwara,870.0,870.0,887.0,111753.0,276384.0,2012172.0,442746.0,7434129.0,2408523.0,3.0
Rajasthan,Bikaner,329.0,287.0,475.0,86986.0,217474.0,1204383.0,362779.0,4061801.0,2363937.0,3.0
Rajasthan,Bundi,287.0,246.0,381.0,33190.0,86749.0,499599.0,142309.0,1837333.0,1110906.0,2.0
Rajasthan,Chittorgarh,766.0,759.0,873.0,59344.0,145818.0,944291.0,231108.0,2807484.0,,
Rajasthan,Churu,260.0,209.0,323.0,65574.0,168353.0,859176.0,275729.0,2588168.0,2039547.0,3.0
Rajasthan,Dausa,660.0,638.0,926.0,75701.0,195832.0,1618623.0,308670.0,5731768.0,1634409.0,3.0
Rajasthan,Dholpur,453.0,423.0,506.0,22160.0,60029.0,342026.0,101624.0,978788.0,,
Rajasthan,Dungarpur,102.0,133.0,145.0,17191.0,43910.0,180568.0,76324.0,494694.0,1388552.0,2.0
Rajasthan,Ganganagar,333.0,366.0,488.0,89175.0,210336.0,1496484.0,310884.0,4047863.0,1969168.0,3.0
Rajasthan,Hanumangarh,261.0,260.0,331.0,61196.0,144397.0,1079330.0,216674.0,2995476.0,1774692.0,3.0
Rajasthan,Jaipur,699.0,729.0,1165.0,900773.0,2060175.0,17818081.0,2966508.0,127297935.0,6626178.0,4.0
Rajasthan,Jaisalmer,192.0,133.0,218.0,21619.0,61453.0,323869.0,105533.0,1210491.0,669919.0,1.0
Rajasthan,Jalore,259.0,242.0,386.0,35230.0,103490.0,421720.0,180293.0,1356832.0,,
Rajasthan,Jhalawar,518.0,469.0,659.0,34416.0,92752.0,657546.0,155961.0,2307400.0,1411129.0,2.0
Rajasthan,Jhunjhunu,454.0,408.0,651.0,98912.0,238956.0,1363349.0,386643.0,5316322.0,,
Rajasthan,Jodhpur,305.0,297.0,418.0,172648.0,434178.0,2177289.0,695569.0,8950225.0,3687165.0,4.0
Rajasthan,Karauli,541.0,572.0,632.0,38670.0,102283.0,692885.0,164040.0,2187284.0,1458248.0,2.0
Rajasthan,Kota,1312.0,1290.0,1914.0,141411.0,318085.0,2129008.0,483202.0,8655674.0,1951014.0,3.0
Rajasthan,Nagaur,577.0,533.0,577.0,101581.0,259361.0,1537571.0,437492.0,4335265.0,3307743.0,4.0
Rajasthan,Pali,454.0,440.0,697.0,61805.0,162537.0,742787.0,268302.0,2286965.0,2037573.0,3.0
Rajasthan,Pratapgarh,97.0,108.0,169.0,13060.0,32514.0,228911.0,55077.0,507023.0,3209141.0,4.0
Rajasthan,Rajsamand,163.0,250.0,517.0,29111.0,78583.0,422919.0,135151.0,1282671.0,1156597.0,2.0
Rajasthan,Sawai Madhopur,634.0,642.0,849.0,54942.0,133291.0,1027459.0,209020.0,3415019.0,1335551.0,2.0
Rajasthan,Sikar,856.0,873.0,1244.0,133983.0,318166.0,1931477.0,522371.0,6417851.0,2677333.0,4.0
Rajasthan,Sirohi,219.0,191.0,263.0,30697.0,79721.0,398757.0,129859.0,1193505.0,1036346.0,2.0
Rajasthan,Tonk,297.0,298.0,549.0,51391.0,134480.0,980320.0,216178.0,3665225.0,1421326.0,2.0
Rajasthan,Udaipur,836.0,871.0,1121.0,111919.0,258915.0,1539568.0,422167.0,5960746.0,3068420.0,4.0
Sikkim,East,68.0,21.0,23.0,12749.0,36124.0,208920.0,61820.0,1499096.0,,
Sikkim,North,2.0,0.0,2.0,1575.0,5322.0,36313.0,9022.0,96464.0,,
Sikkim,South,9.0,10.0,7.0,3679.0,11031.0,87252.0,21043.0,227459.0,,
Sikkim,West,0.0,2.0,0.0,2048.0,6479.0,49204.0,12746.0,125018.0,,
Tamil Nadu,Ariyalur,22.0,54.0,64.0,9211.0,32852.0,143939.0,60040.0,389768.0,754894.0,1.0
Tamil Nadu,Chennai,4158.0,3891.0,3618.0,292004.0,830586.0,20270865.0,1340762.0,49990185.0,4646732.0,4.0
Tamil Nadu,Coimbatore,656.0,820.0,819.0,170306.0,495350.0,4777586.0,868832.0,16142363.0,3458045.0,4.0
Tamil Nadu,Cuddalore,235.0,255.0,184.0,43486.0,138966.0,707760.0,247650.0,1694344.0,2605914.0,4.0
Tamil Nadu,Dharmapuri,218.0,180.0,80.0,33682.0,111273.0,557317.0,194617.0,1604687.0,1506843.0,3.0
Tamil Nadu,Dindigul,356.0,281.0,218.0,34025.0,109937.0,593899.0,204661.0,1567579.0,2159775.0,3.0
Tamil Nadu,Erode,264.0,269.0,263.0,53761.0,157469.0,943055.0,279035.0,3065623.0,2251744.0,3.0
Tamil Nadu,Kancheepuram,437.0,331.0,231.0,136352.0,385091.0,2696478.0,626872.0,8897844.0,3998252.0,4.0
Tamil Nadu,Kanniyakumari,296.0,332.0,502.0,28347.0,87667.0,367332.0,171611.0,1104285.0,1870374.0,3.0
Tamil Nadu,Karur,136.0,131.0,109.0,19098.0,58673.0,351711.0,102936.0,901476.0,1064493.0,2.0
Tamil Nadu,Krishnagiri,234.0,182.0,212.0,66958.0,212859.0,1408805.0,379857.0,3720976.0,1879809.0,3.0
Tamil Nadu,Madurai,894.0,901.0,645.0,72582.0,224783.0,1140773.0,402474.0,3723567.0,3038252.0,4.0
Tamil Nadu,Nagapattinam,205.0,242.0,198.0,15626.0,54318.0,225590.0,101777.0,676617.0,1616450.0,3.0
Tamil Nadu,Namakkal,138.0,97.0,98.0,38529.0,112549.0,768989.0,191510.0,1706989.0,1726601.0,3.0
Tamil Nadu,Perambalur,68.0,57.0,62.0,8476.0,27434.0,115050.0,50493.0,366169.0,565223.0,1.0
Tamil Nadu,Pudukkottai,91.0,111.0,136.0,16067.0,55252.0,321455.0,103610.0,772851.0,1618345.0,3.0
Tamil Nadu,Ramanathapuram,161.0,143.0,150.0,14636.0,49864.0,217132.0,93243.0,622369.0,1353445.0,2.0
Tamil Nadu,Salem,288.0,351.0,356.0,88288.0,257624.0,1733863.0,442045.0,5070774.0,3482056.0,4.0
Tamil Nadu,Sivaganga,181.0,136.0,147.0,16919.0,57822.0,302441.0,106993.0,810175.0,1339101.0,2.0
Tamil Nadu,Thanjavur,290.0,233.0,178.0,36258.0,113549.0,770675.0,208798.0,1879275.0,2405890.0,3.0
Tamil Nadu,The Nilgiris,58.0,48.0,48.0,13351.0,41312.0,323188.0,80235.0,723435.0,735394.0,1.0
Tamil Nadu,Theni,213.0,179.0,154.0,18253.0,60522.0,272723.0,111186.0,721869.0,1245899.0,2.0
Tamil Nadu,Thiruvallur,262.0,345.0,190.0,215622.0,625908.0,3565661.0,1041642.0,12730785.0,3728104.0,4.0
Tamil Nadu,Thiruvarur,109.0,142.0,129.0,11170.0,39202.0,174588.0,75272.0,491496.0,1264277.0,2.0
Tamil Nadu,Thoothukkudi,465.0,317.0,207.0,25509.0,82778.0,327710.0,152572.0,951829.0,1750176.0,3.0
Tamil Nadu,Tiruchirappalli,531.0,609.0,487.0,62230.0,193798.0,1258859.0,339829.0,3908351.0,,
Tamil Nadu,Tirunelveli,841.0,721.0,592.0,28006.0,85506.0,426834.0,158258.0,1032159.0,3077233.0,4.0
Tamil Nadu,Tiruppur,338.0,312.0,310.0,87652.0,273869.0,2026468.0,488697.0,5860786.0,2479052.0,4.0
Tamil Nadu,Tiruvannamalai,313.0,259.0,183.0,40279.0,129411.0,565542.0,230261.0,1627070.0,2464875.0,4.0
Tamil Nadu,Vellore,540.0,411.0,277.0,42137.0,126690.0,757408.0,225181.0,2879117.0,3936331.0,4.0
Tamil Nadu,Viluppuram,470.0,421.0,285.0,31546.0,100564.0,495095.0,181301.0,1390181.0,3458873.0,4.0
Tamil Nadu,Virudhunagar,191.0,166.0,150.0,27079.0,87060.0,356201.0,158388.0,1094894.0,1942288.0,3.0
Telangana,Adilabad,103.0,135.0,115.0,20180.0,52692.0,291415.0,90082.0,1038221.0,,
Telangana,Bhadradri Kothagudem,183.0,146.0,194.0,57366.0,143331.0,951054.0,240218.0,3598657.0,,
Telangana,Hyderabad,2509.0,2229.0,2511.0,655175.0,1638436.0,20849768.0,2483843.0,196496204.0,3943323.0,4.0
Telangana,Jagtial,147.0,89.0,170.0,51382.0,114424.0,639392.0,186557.0,2311994.0,,
Telangana,Jaya Shankar Bhalupally,71.0,82.0,51.0,21824.0,52428.0,393635.0,83741.0,1629114.0,,
Telangana,Jogulamba Gadwal,244.0,275.0,427.0,21686.0,57206.0,336402.0,98743.0,1405757.0,,
Telangana,Kamareddy,155.0,158.0,240.0,38028.0,96369.0,575547.0,162054.0,2462940.0,,
Telangana,Karimnagar,237.0,291.0,170.0,100028.0,218609.0,1642647.0,334300.0,6072373.0,3776269.0,4.0
Telangana,Khammam,352.0,293.0,297.0,84941.0,206049.0,1185890.0,340747.0,5052277.0,,
Telangana,Kumuram Bheem Asifabad,33.0,59.0,47.0,13448.0,36654.0,235910.0,62210.0,825331.0,,
Telangana,Mahabubabad,100.0,104.0,78.0,32847.0,80528.0,486505.0,133329.0,2188158.0,,
Telangana,Mahbubnagar,287.0,255.0,142.0,45445.0,117364.0,691212.0,198442.0,2973008.0,4053028.0,4.0
Telangana,Medak,99.0,105.0,120.0,29694.0,79145.0,498656.0,131276.0,2119345.0,,
Telangana,Mulugu,0.0,0.0,24.0,10977.0,27532.0,172122.0,47202.0,708673.0,,
Telangana,Nagarkurnool,111.0,256.0,105.0,32570.0,93752.0,565584.0,165017.0,2393310.0,,
Telangana,Nalgonda,179.0,176.0,268.0,84459.0,211184.0,1307898.0,351793.0,5219036.0,3488809.0,4.0
Telangana,Narayanpet,0.0,0.0,45.0,13945.0,40074.0,251990.0,69951.0,949749.0,,
Telangana,Nirmal,84.0,64.0,90.0,25519.0,62468.0,934613.0,105257.0,1477822.0,,
Telangana,Nizamabad,530.0,582.0,500.0,77516.0,186351.0,924420.0,320572.0,4269844.0,2551335.0,4.0
Telangana,Rajanna Sircilla,91.0,53.0,82.0,32891.0,74849.0,476348.0,119857.0,1680472.0,,
Telangana,Sangareddy,259.0,214.0,362.0,142807.0,346529.0,2075714.0,542540.0,10089878.0,,
Telangana,Siddipet,147.0,186.0,342.0,61535.0,152281.0,995403.0,245168.0,4247130.0,,
Telangana,Suryapet,154.0,155.0,153.0,52906.0,131272.0,777973.0,215377.0,2907516.0,,
Telangana,Vikarabad,78.0,65.0,111.0,29719.0,82823.0,488502.0,146927.0,1859701.0,,
Telangana,Wanaparthy,142.0,193.0,155.0,20785.0,56006.0,368756.0,95305.0,1380136.0,,
Telangana,Warangal,269.0,387.0,347.0,170541.0,388010.0,3342145.0,595870.0,15087334.0,,
Tripura,Dhalai,18.0,19.0,14.0,3448.0,13219.0,74883.0,22808.0,165397.0,378230.0,1.0
Tripura,Gomati,35.0,41.0,48.0,4509.0,16370.0,101579.0,26688.0,229833.0,,
Tripura,Khowai,10.0,10.0,20.0,3017.0,11327.0,62099.0,18592.0,130688.0,,
Tripura,Sepahijala,20.0,15.0,40.0,4664.0,18086.0,120256.0,30379.0,254406.0,,
Tripura,Unakoti,11.0,21.0,22.0,2484.0,8750.0,66340.0,15593.0,105179.0,,
West Bengal,Alipurduar,333.0,258.0,258.0,22238.0,64136.0,567429.0,108508.0,998880.0,,
West Bengal,Bankura,127.0,150.0,150.0,110008.0,288329.0,7980077.0,456100.0,11165930.0,3596674.0,4.0
West Bengal,Birbhum,310.0,319.0,319.0,94598.0,265201.0,15606755.0,415614.0,12499689.0,3502404.0,4.0
West Bengal,Darjiling,153.0,164.0,164.0,51832.0,145181.0,857876.0,245151.0,5129603.0,1846823.0,3.0
West Bengal,East Bardhaman,387.0,316.0,316.0,119528.0,340321.0,6247113.0,535655.0,21983040.0,7717563.0,4.0
West Bengal,East Medinipur,542.0,452.0,452.0,131380.0,389583.0,5611731.0,632173.0,10657092.0,5095875.0,4.0
West Bengal,Hooghly,569.0,390.0,390.0,148033.0,480952.0,5737808.0,755631.0,13099483.0,5519145.0,4.0
West Bengal,Howrah,1289.0,1192.0,1192.0,136589.0,410583.0,3644687.0,654600.0,8655694.0,4850029.0,4.0
West Bengal,Jalpaiguri,247.0,181.0,181.0,31035.0,92118.0,888020.0,156901.0,1647284.0,3872846.0,4.0
West Bengal,Jhargram,49.0,53.0,53.0,18243.0,53153.0,1002427.0,83390.0,1439259.0,,
West Bengal,Kalimpong,52.0,46.0,46.0,3090.0,10477.0,44220.0,20625.0,143866.0,,
West Bengal,Koch Bihar,336.0,248.0,248.0,41690.0,131010.0,1384661.0,221552.0,2254455.0,,
West Bengal,Kolkata,3493.0,2608.0,2608.0,306503.0,868126.0,14679383.0,1336585.0,61291479.0,4496694.0,4.0
West Bengal,Maldah,560.0,438.0,438.0,99061.0,266012.0,4329211.0,427905.0,7216339.0,3988845.0,4.0
West Bengal,Murshidabad,601.0,398.0,398.0,187824.0,478812.0,9021522.0,830132.0,14965007.0,7103807.0,4.0
West Bengal,Nadia,611.0,636.0,636.0,136396.0,385179.0,6616361.0,633794.0,9990645.0,5167600.0,4.0
West Bengal,Purulia,131.0,93.0,93.0,73427.0,190392.0,4192828.0,295685.0,5536498.0,,
West Bengal,South Dinajpur,96.0,90.0,90.0,36948.0,115269.0,2069038.0,185263.0,2369163.0,1676276.0,3.0
West Bengal,West Medinipur,792.0,724.0,724.0,127203.0,361979.0,5361363.0,572195.0,10060782.0,5913457.0,4.0
