State,District,Theft_2017,Murder_2017,RegisteredUsers_2017,Theft_2018,Murder_2018,RegisteredUsers_2018,TransactionVolume_2018,Theft_2019,Murder_2019,RegisteredUsers_2019,TransactionVolume_2019,Theft_2022,Murder_2022,RegisteredUsers_2022,TransactionVolume_2022,Theft_2023,Murder_2023,RegisteredUsers_2023,TransactionVolume_2023
Nagaland,Dimapur,242.0,17.0,8249.0,269.0,17.0,28091.0,162636.0,254.0,8.0,53696.0,427321.0,0.0,0.0,152828.0,5174059.0,303.0,6.0,179628.0,7585658.0
Nagaland,Kiphire,8.0,1.0,168.0,8.0,0.0,862.0,4287.0,2.0,0.0,1814.0,15256.0,0.0,0.0,6491.0,77178.0,2.0,0.0,7857.0,156206.0
Nagaland,Kohima,49.0,8.0,3036.0,46.0,3.0,10747.0,75111.0,26.0,4.0,20644.0,178832.0,0.0,0.0,60269.0,1553097.0,37.0,2.0,70998.0,2135089.0
Nagaland,Longleng,0.0,0.0,121.0,4.0,0.0,539.0,2567.0,11.0,0.0,1430.0,9479.0,0.0,0.0,5691.0,67588.0,18.0,0.0,6951.0,119132.0
Nagaland,Mokokchung,9.0,3.0,1043.0,8.0,3.0,3721.0,25818.0,15.0,6.0,7626.0,62653.0,0.0,0.0,25058.0,306233.0,2.0,3.0,29997.0,638596.0
Nagaland,Mon,29.0,3.0,525.0,21.0,1.0,2458.0,16837.0,34.0,3.0,5747.0,61007.0,0.0,0.0,26501.0,281256.0,14.0,2.0,31941.0,623388.0
Nagaland,Noklak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,Peren,9.0,1.0,218.0,12.0,3.0,884.0,5158.0,8.0,2.0,1899.0,14829.0,0.0,0.0,7042.0,97784.0,4.0,1.0,8518.0,209686.0
Nagaland,Phek,5.0,0.0,487.0,0.0,0.0,1727.0,10021.0,4.0,0.0,3637.0,30333.0,0.0,0.0,12359.0,181364.0,9.0,1.0,15014.0,328554.0
Nagaland,Shamator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,Tseminyu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
Nagaland,Tuensang,7.0,0.0,377.0,14.0,1.0,1678.0,14950.0,8.0,0.0,3634.0,32411.0,0.0,0.0,14523.0,174527.0,8.0,1.0,17533.0,355502.0
Nagaland,Wokha,18.0,2.0,465.0,27.0,0.0,1830.0,12766.0,11.0,1.0,4118.0,32219.0,0.0,0.0,15357.0,292678.0,20.0,0.0,18309.0,458666.0
Nagaland,Zunheboto,10.0,1.0,385.0,10.0,3.0,1374.0,11997.0,5.0,1.0,2898.0,72040.0,0.0,0.0,9817.0,121835.0,10.0,1.0,11884.0,216604.0
Odisha,Anugul,396.0,43.0,56617.0,425.0,52.0,150627.0,1805603.0,413.0,31.0,228339.0,3963317.0,670.0,38.0,509422.0,34357847.0,504.0,43.0,600818.0,79514309.0
Odisha,Baleshwar,354.0,45.0,100919.0,327.0,76.0,271095.0,6924125.0,402.0,70.0,410789.0,9064776.0,562.0,60.0,890218.0,47327107.0,984.0,66.0,1047618.0,109008464.0
Odisha,Bhadrak,188.0,33.0,58050.0,282.0,48.0,166600.0,3160750.0,320.0,43.0,265259.0,5057756.0,516.0,56.0,587089.0,34118231.0,633.0,54.0,690358.0,77752960.0
Odisha,Boudh,48.0,13.0,9077.0,32.0,18.0,27059.0,313940.0,69.0,13.0,41238.0,694832.0,81.0,13.0,94733.0,4496466.0,106.0,25.0,112899.0,11692116.0
Odisha,Cuttack,157.0,29.0,135972.0,202.0,47.0,372513.0,6040687.0,251.0,50.0,578471.0,14763558.0,282.0,67.0,1246094.0,98546540.0,295.0,72.0,1459368.0,203533761.0
Odisha,Deogarh,56.0,13.0,5322.0,60.0,13.0,15760.0,208829.0,37.0,13.0,25015.0,397661.0,103.0,18.0,60935.0,2880870.0,86.0,13.0,72961.0,7230868.0
Odisha,Dhenkanal,169.0,31.0,46024.0,155.0,45.0,123780.0,2704458.0,215.0,30.0,184164.0,4061264.0,286.0,44.0,408554.0,23833326.0,431.0,28.0,483284.0,58403434.0
Odisha,Gajapati,23.0,19.0,9743.0,38.0,9.0,29177.0,236975.0,38.0,12.0,49762.0,731961.0,78.0,13.0,121770.0,10637058.0,66.0,10.0,144440.0,18847612.0
Odisha,Ganjam,185.0,72.0,126158.0,170.0,74.0,332190.0,3952564.0,197.0,80.0,512643.0,8156180.0,399.0,57.0,1156695.0,72524454.0,597.0,85.0,1360516.0,159414249.0
Odisha,Jagatsinghapur,112.0,25.0,49264.0,96.0,35.0,138170.0,2222157.0,136.0,44.0,216687.0,3765176.0,317.0,31.0,478526.0,28774337.0,346.0,30.0,562773.0,68689834.0
Odisha,Jajapur,365.0,71.0,81133.0,302.0,66.0,236643.0,4004626.0,378.0,71.0,359087.0,7602946.0,523.0,61.0,779435.0,51447455.0,591.0,50.0,915677.0,125737452.0
Odisha,Jharsuguda,295.0,24.0,32514.0,238.0,31.0,86772.0,865412.0,190.0,24.0,127804.0,2069255.0,285.0,19.0,286528.0,20305886.0,335.0,22.0,336999.0,47014261.0
Odisha,Kalahandi,97.0,47.0,30605.0,125.0,41.0,88614.0,866869.0,159.0,47.0,142961.0,1794149.0,278.0,36.0,346059.0,19518833.0,295.0,34.0,411197.0,51074261.0
Odisha,Kandhamal,90.0,43.0,10809.0,94.0,24.0,32425.0,266518.0,100.0,25.0,53868.0,671549.0,130.0,26.0,135276.0,9252922.0,193.0,46.0,160365.0,16913538.0
Odisha,Kendrapara,101.0,39.0,44379.0,103.0,46.0,128331.0,2020006.0,147.0,57.0,205010.0,3616668.0,261.0,55.0,469483.0,25686845.0,388.0,43.0,553069.0,61387858.0
Odisha,Kendujhar,265.0,56.0,58968.0,273.0,75.0,167750.0,2636089.0,290.0,74.0,253988.0,5135693.0,428.0,80.0,573097.0,35676761.0,571.0,71.0,678417.0,88575404.0
Odisha,Koraput,203.0,55.0,25395.0,154.0,34.0,70168.0,569387.0,190.0,40.0,113919.0,1429209.0,251.0,46.0,272545.0,20282798.0,240.0,53.0,321793.0,53031124.0
Odisha,Malkangiri,50.0,29.0,5396.0,34.0,25.0,18853.0,113153.0,79.0,35.0,36017.0,357278.0,152.0,36.0,97476.0,5846027.0,112.0,31.0,116714.0,17812112.0
Odisha,Mayurbhanj,162.0,77.0,50472.0,177.0,77.0,141789.0,2196737.0,274.0,86.0,223893.0,3275239.0,721.0,99.0,519691.0,26131302.0,939.0,77.0,617734.0,60647188.0
Odisha,Nabarangpur,60.0,29.0,9466.0,42.0,33.0,31360.0,237929.0,55.0,29.0,54715.0,635400.0,158.0,23.0,142795.0,9429592.0,148.0,38.0,171513.0,25994574.0
Odisha,Nayagarh,111.0,30.0,33533.0,102.0,36.0,95412.0,2175270.0,136.0,48.0,145821.0,3084951.0,172.0,43.0,317861.0,17052960.0,162.0,26.0,375269.0,39849711.0
Odisha,Nuapada,73.0,14.0,8252.0,92.0,10.0,26448.0,205727.0,112.0,13.0,46063.0,470779.0,145.0,11.0,116868.0,6320494.0,91.0,13.0,139178.0,17111395.0
Odisha,Puri,423.0,61.0,69923.0,441.0,59.0,195690.0,3189218.0,459.0,47.0,311477.0,5813075.0,711.0,53.0,687988.0,44721509.0,702.0,54.0,807052.0,108544661.0
Odisha,Rayagada,102.0,39.0,21756.0,93.0,26.0,62764.0,500682.0,145.0,29.0,103064.0,1547525.0,174.0,27.0,244361.0,18452807.0,172.0,26.0,289418.0,45736580.0
Odisha,Sambalpur,410.0,38.0,47017.0,483.0,37.0,120726.0,1332366.0,494.0,41.0,183534.0,3319615.0,738.0,48.0,410880.0,30799122.0,607.0,40.0,482779.0,67371826.0
Odisha,Subarnapur,63.0,16.0,15900.0,82.0,9.0,46710.0,834393.0,141.0,18.0,68480.0,1218515.0,152.0,15.0,153663.0,7021327.0,132.0,10.0,182955.0,17745706.0
Odisha,Sundargarh,223.0,49.0,75201.0,241.0,53.0,198716.0,1682285.0,199.0,45.0,313040.0,4278748.0,398.0,39.0,721849.0,45179669.0,388.0,32.0,847722.0,102135151.0
Puducherry,Karaikal,59.0,3.0,3628.0,0.0,0.0,11549.0,87329.0,0.0,0.0,20775.0,182655.0,0.0,0.0,53685.0,1724825.0,46.0,1.0,62687.0,3687843.0
Puducherry,Puducherry,593.0,22.0,42117.0,622.0,29.0,112798.0,590321.0,484.0,29.0,195398.0,2465949.0,505.0,30.0,455449.0,26462735.0,356.0,27.0,528736.0,37402967.0
Punjab,Amritsar,169.0,42.0,59685.0,126.0,44.0,171264.0,741025.0,148.0,41.0,303767.0,2373812.0,263.0,51.0,715172.0,20358657.0,350.0,51.0,828669.0,40068771.0
Punjab,Barnala,123.0,18.0,12242.0,140.0,15.0,30391.0,125750.0,122.0,10.0,51941.0,304666.0,184.0,11.0,126808.0,2086494.0,144.0,17.0,148058.0,4524396.0
Punjab,Bathinda,286.0,41.0,52466.0,317.0,39.0,128070.0,683178.0,305.0,39.0,200425.0,1586613.0,430.0,36.0,458473.0,11157441.0,358.0,42.0,534058.0,22056556.0
Punjab,Faridkot,81.0,12.0,14795.0,81.0,15.0,36743.0,190244.0,122.0,21.0,61578.0,412721.0,161.0,16.0,148348.0,3393016.0,158.0,15.0,172448.0,5882060.0
Punjab,Fatehgarh Sahib,85.0,15.0,14764.0,73.0,11.0,40342.0,209520.0,94.0,5.0,72422.0,587355.0,125.0,15.0,178883.0,4205728.0,80.0,20.0,208953.0,9597716.0
Punjab,Fazilka,68.0,21.0,44823.0,83.0,32.0,104942.0,603805.0,105.0,26.0,168714.0,1257208.0,139.0,21.0,397546.0,9587383.0,138.0,16.0,465859.0,19093488.0
Punjab,Firozepur,183.0,27.0,19987.0,221.0,34.0,52617.0,306753.0,204.0,29.0,90278.0,691887.0,163.0,23.0,213850.0,4870532.0,144.0,27.0,248667.0,10327981.0
Punjab,Gurdaspur,197.0,31.0,21372.0,196.0,35.0,62502.0,248191.0,165.0,41.0,116534.0,660743.0,332.0,34.0,296711.0,6333916.0,284.0,29.0,345175.0,14578780.0
Punjab,Hoshiarpur,231.0,27.0,25348.0,208.0,29.0,72128.0,316258.0,241.0,29.0,129693.0,787560.0,332.0,29.0,330374.0,6753148.0,281.0,22.0,386238.0,14631197.0
Punjab,Jalandhar,188.0,18.0,57808.0,116.0,27.0,164130.0,802512.0,167.0,21.0,282191.0,2809589.0,304.0,32.0,677948.0,18135969.0,278.0,32.0,787722.0,34188905.0
Punjab,Kapurthala,154.0,18.0,18281.0,189.0,17.0,46907.0,393046.0,296.0,24.0,80875.0,1713909.0,111.0,16.0,192350.0,9693669.0,146.0,18.0,223542.0,23138436.0
Punjab,Ludhiana,269.0,44.0,168625.0,226.0,30.0,454370.0,2877688.0,202.0,35.0,756590.0,11862139.0,352.0,40.0,1807587.0,113110443.0,224.0,33.0,2111816.0,95700797.0
Punjab,Mansa,82.0,24.0,20521.0,102.0,21.0,45716.0,272053.0,80.0,25.0,74105.0,443016.0,153.0,28.0,174255.0,2524160.0,113.0,15.0,203353.0,4790509.0
Punjab,Moga,172.0,20.0,13894.0,150.0,24.0,37832.0,209027.0,188.0,23.0,69394.0,418204.0,148.0,28.0,176119.0,3694419.0,136.0,19.0,204832.0,7334365.0
Punjab,Pathankot,96.0,10.0,20420.0,61.0,6.0,59669.0,393437.0,63.0,8.0,99453.0,813691.0,81.0,7.0,234003.0,6895154.0,56.0,7.0,272259.0,15396672.0
Punjab,Patiala,331.0,50.0,66507.0,507.0,56.0,169872.0,921587.0,438.0,50.0,287330.0,2317766.0,496.0,42.0,662760.0,16301309.0,407.0,47.0,768945.0,31776126.0
Punjab,Sangrur,220.0,32.0,37485.0,248.0,32.0,97326.0,722500.0,346.0,44.0,161513.0,1434313.0,389.0,24.0,386728.0,6733189.0,290.0,38.0,451041.0,13929715.0
Punjab,Sas Nagar,435.0,22.0,121113.0,480.0,30.0,298288.0,1991253.0,489.0,33.0,460416.0,7753929.0,643.0,22.0,987246.0,45705481.0,648.0,42.0,1140194.0,89658384.0
Punjab,Shahid Bhagat Singh Nagar,119.0,8.0,7519.0,100.0,10.0,21180.0,150872.0,105.0,13.0,38821.0,307662.0,95.0,9.0,98870.0,1742295.0,107.0,14.0,115446.0,3816125.0
Punjab,Sri Muktsar Sahib,159.0,23.0,21239.0,151.0,35.0,51650.0,269420.0,184.0,20.0,84164.0,537744.0,147.0,32.0,200066.0,3610854.0,77.0,27.0,233960.0,7358599.0
Punjab,Tarn Taran,149.0,36.0,11244.0,121.0,25.0,33774.0,153851.0,151.0,36.0,66491.0,407197.0,204.0,32.0,173666.0,4504032.0,239.0,33.0,202765.0,10415882.0
Rajasthan,Ajmer,867.0,49.0,118458.0,806.0,60.0,290433.0,1505948.0,1194.0,54.0,482545.0,5609801.0,1626.0,60.0,1146113.0,94597438.0,1518.0,73.0,1334929.0,205456650.0
Rajasthan,Alwar,2633.0,121.0,203096.0,2620.0,109.0,517681.0,3769019.0,3514.0,115.0,825297.0,12872559.0,3936.0,131.0,1931404.0,133695935.0,3158.0,106.0,2270393.0,306210893.0
Rajasthan,Banswara,158.0,40.0,18977.0,184.0,42.0,48096.0,245345.0,368.0,33.0,82838.0,637600.0,322.0,47.0,230384.0,9944757.0,257.0,42.0,273274.0,29826320.0
Rajasthan,Baran,397.0,38.0,34380.0,395.0,30.0,84261.0,531555.0,585.0,33.0,133269.0,1616328.0,446.0,43.0,336236.0,16156455.0,382.0,53.0,401079.0,38826526.0
Rajasthan,Barmer,364.0,35.0,60424.0,369.0,28.0,167463.0,892150.0,530.0,40.0,286601.0,2948457.0,664.0,44.0,776885.0,54567844.0,641.0,56.0,924996.0,134188378.0
Rajasthan,Bharatpur,1367.0,88.0,68429.0,1456.0,85.0,186048.0,1208023.0,1767.0,86.0,329290.0,3334503.0,1814.0,88.0,880577.0,36172928.0,2100.0,89.0,1044485.0,97060293.0
Rajasthan,Bhilwara,870.0,40.0,111753.0,870.0,39.0,276384.0,2012172.0,887.0,40.0,442746.0,7434129.0,1040.0,39.0,1065499.0,88282062.0,1293.0,49.0,1256777.0,199079632.0
Rajasthan,Bikaner,329.0,43.0,86986.0,287.0,41.0,217474.0,1204383.0,475.0,54.0,362779.0,4061801.0,619.0,59.0,895948.0,57003510.0,757.0,80.0,1053646.0,133538547.0
Rajasthan,Bundi,287.0,19.0,33190.0,246.0,20.0,86749.0,499599.0,381.0,15.0,142309.0,1837333.0,346.0,23.0,355631.0,19801834.0,337.0,15.0,423170.0,50540867.0
Rajasthan,Chittorgarh,766.0,27.0,59344.0,759.0,32.0,145818.0,944291.0,873.0,31.0,231108.0,2807484.0,809.0,40.0,570826.0,34627184.0,746.0,33.0,674975.0,84027435.0
Rajasthan,Churu,260.0,39.0,65574.0,209.0,37.0,168353.0,859176.0,323.0,38.0,275729.0,2588168.0,358.0,35.0,689946.0,33521050.0,279.0,47.0,817478.0,82525835.0
Rajasthan,Dausa,660.0,31.0,75701.0,638.0,35.0,195832.0,1618623.0,926.0,34.0,308670.0,5731768.0,960.0,46.0,711545.0,50841238.0,837.0,35.0,840526.0,112262306.0
Rajasthan,Dholpur,453.0,50.0,22160.0,423.0,50.0,60029.0,342026.0,506.0,65.0,101624.0,978788.0,690.0,48.0,261343.0,13659678.0,569.0,46.0,310116.0,39539522.0
Rajasthan,Dungarpur,102.0,32.0,17191.0,133.0,39.0,43910.0,180568.0,145.0,29.0,76324.0,494694.0,130.0,44.0,208688.0,7615898.0,124.0,41.0,247078.0,19313233.0
Rajasthan,Ganganagar,333.0,64.0,89175.0,366.0,56.0,210336.0,1496484.0,488.0,67.0,310884.0,4047863.0,665.0,67.0,667880.0,48667524.0,529.0,46.0,779442.0,114373295.0
Rajasthan,Hanumangarh,261.0,56.0,61196.0,260.0,51.0,144397.0,1079330.0,331.0,53.0,216674.0,2995476.0,424.0,58.0,480902.0,31878979.0,395.0,42.0,564616.0,74412086.0
Rajasthan,Jaipur,699.0,29.0,900773.0,729.0,45.0,2060175.0,17818081.0,1165.0,61.0,2966508.0,127297935.0,1167.0,56.0,6247095.0,1359854306.0,1660.0,69.0,7253881.0,1248380771.0
Rajasthan,Jaisalmer,192.0,12.0,21619.0,133.0,13.0,61453.0,323869.0,218.0,12.0,105533.0,1210491.0,253.0,17.0,277620.0,22711852.0,196.0,10.0,330610.0,54094415.0
Rajasthan,Jalor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,22.0,0.0,0.0
Rajasthan,Jalore,259.0,29.0,35230.0,242.0,35.0,103490.0,421720.0,386.0,33.0,180293.0,1356832.0,359.0,44.0,474939.0,21422753.0,203.0,17.0,561499.0,53305245.0
Rajasthan,Jhalawar,518.0,23.0,34416.0,469.0,35.0,92752.0,657546.0,659.0,46.0,155961.0,2307400.0,672.0,32.0,406945.0,23089556.0,647.0,32.0,485430.0,57168759.0
Rajasthan,Jhunjhunu,454.0,32.0,98912.0,408.0,39.0,238956.0,1363349.0,651.0,61.0,386643.0,5316322.0,614.0,37.0,917983.0,49572838.0,486.0,35.0,1080420.0,114859393.0
Rajasthan,Jodhpur,305.0,39.0,172648.0,297.0,29.0,434178.0,2177289.0,418.0,34.0,695569.0,8950225.0,573.0,31.0,1654436.0,168916536.0,499.0,44.0,1933181.0,274597566.0
Rajasthan,Karauli,541.0,38.0,38670.0,572.0,38.0,102283.0,692885.0,632.0,40.0,164040.0,2187284.0,630.0,43.0,407145.0,21839245.0,905.0,29.0,482948.0,59200398.0
Rajasthan,Kota,1312.0,40.0,141411.0,1290.0,48.0,318085.0,2129008.0,1914.0,44.0,483202.0,8655674.0,1719.0,51.0,1079455.0,91148969.0,1876.0,46.0,1264105.0,185732175.0
Rajasthan,Nagaur,577.0,52.0,101581.0,533.0,45.0,259361.0,1537571.0,577.0,67.0,437492.0,4335265.0,1072.0,58.0,1091225.0,64657973.0,1014.0,62.0,1290786.0,147876448.0
Rajasthan,Pali,454.0,47.0,61805.0,440.0,53.0,162537.0,742787.0,697.0,49.0,268302.0,2286965.0,682.0,55.0,670709.0,35924896.0,569.0,44.0,789720.0,81666436.0
Rajasthan,Pratapgarh,97.0,29.0,13060.0,108.0,24.0,32514.0,228911.0,169.0,29.0,55077.0,507023.0,245.0,40.0,153524.0,8041012.0,177.0,23.0,184649.0,22383412.0
Rajasthan,Rajsamand,163.0,22.0,29111.0,250.0,17.0,78583.0,422919.0,517.0,35.0,135151.0,1282671.0,421.0,37.0,346892.0,21463852.0,368.0,23.0,409987.0,47664940.0
Rajasthan,Sawai Madhopur,634.0,21.0,54942.0,642.0,34.0,133291.0,1027459.0,849.0,28.0,209020.0,3415019.0,728.0,35.0,508180.0,32241337.0,1322.0,51.0,601854.0,73186868.0
Rajasthan,Sikar,856.0,49.0,133983.0,873.0,46.0,318166.0,1931477.0,1244.0,64.0,522371.0,6417851.0,1397.0,61.0,1241633.0,81952688.0,1347.0,75.0,1461236.0,186210696.0
Rajasthan,Sirohi,219.0,24.0,30697.0,191.0,32.0,79721.0,398757.0,263.0,33.0,129859.0,1193505.0,388.0,44.0,316745.0,16163006.0,356.0,37.0,371512.0,37695024.0
Rajasthan,Sriganganagar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,20.0,0.0,0.0
Rajasthan,Tonk,297.0,18.0,51391.0,298.0,17.0,134480.0,980320.0,549.0,21.0,216178.0,3665225.0,549.0,38.0,525758.0,35397605.0,515.0,37.0,625020.0,77839320.0
Rajasthan,Udaipur,836.0,74.0,111919.0,871.0,57.0,258915.0,1539568.0,1121.0,80.0,422167.0,5960746.0,1332.0,114.0,992940.0,73815840.0,1503.0,108.0,1161696.0,138216661.0
Sikkim,East,68.0,6.0,12749.0,21.0,5.0,36124.0,208920.0,23.0,10.0,61820.0,1499096.0,0.0,0.0,145199.0,6545880.0,0.0,0.0,168229.0,10551772.0
Sikkim,East District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,0.0,0.0,32.0,7.0,0.0,0.0
Sikkim,North,2.0,1.0,1575.0,0.0,0.0,5322.0,36313.0,2.0,1.0,9022.0,96464.0,0.0,0.0,21354.0,676190.0,0.0,0.0,25062.0,1476380.0
Sikkim,North District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sikkim,South,9.0,3.0,3679.0,10.0,4.0,11031.0,87252.0,7.0,4.0,21043.0,227459.0,0.0,0.0,52942.0,1490323.0,0.0,0.0,61782.0,3527445.0
Sikkim,South District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0
Sikkim,West,0.0,3.0,2048.0,2.0,3.0,6479.0,49204.0,0.0,2.0,12746.0,125018.0,0.0,0.0,32945.0,809087.0,0.0,0.0,38748.0,1915759.0
Sikkim,West District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0
Tamil Nadu,Ariyalur,22.0,20.0,9211.0,54.0,17.0,32852.0,143939.0,64.0,22.0,60040.0,389768.0,119.0,19.0,162294.0,4219886.0,83.0,16.0,192354.0,8844498.0
Tamil Nadu,Chennai,4158.0,154.0,292004.0,3891.0,172.0,830586.0,20270865.0,3618.0,172.0,1340762.0,49990185.0,3230.0,101.0,2885933.0,271799073.0,3333.0,105.0,3324538.0,239776843.0
Tamil Nadu,Coimbatore,656.0,68.0,170306.0,820.0,67.0,495350.0,4777586.0,819.0,88.0,868832.0,16142363.0,1376.0,70.0,2042019.0,151245264.0,1430.0,74.0,2365485.0,177592855.0
Tamil Nadu,Cuddalore,235.0,48.0,43486.0,255.0,53.0,138966.0,707760.0,184.0,48.0,247650.0,1694344.0,286.0,43.0,640477.0,18496267.0,226.0,52.0,751246.0,35458663.0
Tamil Nadu,Dharmapuri,218.0,36.0,33682.0,180.0,35.0,111273.0,557317.0,80.0,19.0,194617.0,1604687.0,155.0,33.0,493000.0,23257825.0,143.0,23.0,580651.0,52570647.0
Tamil Nadu,Dindigul,356.0,36.0,34025.0,281.0,39.0,109937.0,593899.0,218.0,71.0,204661.0,1567579.0,257.0,71.0,533017.0,20533419.0,306.0,62.0,625745.0,41639361.0
Tamil Nadu,Erode,264.0,35.0,53761.0,269.0,22.0,157469.0,943055.0,263.0,35.0,279035.0,3065623.0,297.0,25.0,715174.0,32606844.0,252.0,37.0,835835.0,48377140.0
Tamil Nadu,Kancheepuram,437.0,67.0,351562.0,331.0,53.0,963136.0,7407345.0,231.0,62.0,1539459.0,29477756.0,254.0,50.0,3367617.0,296511201.0,204.0,67.0,3903858.0,343756555.0
Tamil Nadu,Kanniyakumari,296.0,26.0,28347.0,332.0,38.0,87667.0,367332.0,502.0,31.0,171611.0,1104285.0,335.0,36.0,449614.0,13125500.0,272.0,31.0,523733.0,27348815.0
Tamil Nadu,Karur,136.0,15.0,19098.0,131.0,20.0,58673.0,351711.0,109.0,15.0,102936.0,901476.0,134.0,14.0,269769.0,8804629.0,108.0,18.0,317783.0,18059191.0
Tamil Nadu,Krishnagiri,234.0,47.0,66958.0,182.0,52.0,212859.0,1408805.0,212.0,44.0,379857.0,3720976.0,137.0,53.0,944553.0,57023717.0,176.0,59.0,1103984.0,130743250.0
Tamil Nadu,Madurai,894.0,92.0,72582.0,901.0,101.0,224783.0,1140773.0,645.0,111.0,402474.0,3723567.0,973.0,100.0,996514.0,56190041.0,1101.0,100.0,1160424.0,58533271.0
Tamil Nadu,Nagapattinam,205.0,32.0,15626.0,242.0,27.0,54318.0,225590.0,198.0,39.0,101777.0,676617.0,215.0,41.0,273807.0,7084967.0,181.0,25.0,321856.0,15394712.0
Tamil Nadu,Namakkal,138.0,40.0,38529.0,97.0,40.0,112549.0,768989.0,98.0,40.0,191510.0,1706989.0,118.0,29.0,484476.0,19680831.0,109.0,35.0,568047.0,35173983.0
Tamil Nadu,Perambalur,68.0,6.0,8476.0,57.0,13.0,27434.0,115050.0,62.0,12.0,50493.0,366169.0,169.0,14.0,135997.0,4005257.0,150.0,12.0,160466.0,8603518.0
Tamil Nadu,Salem,288.0,65.0,88288.0,351.0,62.0,257624.0,1733863.0,356.0,68.0,442045.0,5070774.0,449.0,55.0,1100202.0,93982347.0,402.0,72.0,1286923.0,87979630.0
Tamil Nadu,Thanjavur,290.0,65.0,36258.0,233.0,63.0,113549.0,770675.0,178.0,64.0,208798.0,1879275.0,554.0,68.0,539170.0,13995685.0,503.0,51.0,631126.0,27216531.0
Tamil Nadu,Theni,213.0,29.0,18253.0,179.0,36.0,60522.0,272723.0,154.0,37.0,111186.0,721869.0,179.0,53.0,298400.0,10678798.0,284.0,46.0,349442.0,22116644.0
Tamil Nadu,Thiruvallur,262.0,41.0,215622.0,345.0,33.0,625908.0,3565661.0,190.0,40.0,1041642.0,12730785.0,979.0,82.0,2393917.0,99759915.0,756.0,87.0,2781638.0,201823590.0
Tamil Nadu,Thiruvarur,109.0,25.0,11170.0,142.0,25.0,39202.0,174588.0,129.0,21.0,75272.0,491496.0,96.0,21.0,205722.0,4633470.0,128.0,18.0,241851.0,9914700.0
Tamil Nadu,Thoothukudi,465.0,69.0,0.0,317.0,60.0,0.0,0.0,207.0,72.0,0.0,0.0,301.0,84.0,0.0,0.0,304.0,74.0,0.0,0.0
Tamil Nadu,Tirunelveli,0.0,0.0,43006.0,0.0,0.0,135571.0,682230.0,0.0,0.0,250400.0,1611659.0,366.0,41.0,656278.0,19664445.0,349.0,39.0,769200.0,40817876.0
Tamil Nadu,Tiruppur,338.0,49.0,87652.0,312.0,64.0,273869.0,2026468.0,310.0,60.0,488697.0,5860786.0,411.0,59.0,1237941.0,66162923.0,411.0,55.0,1450347.0,111975987.0
Tamil Nadu,Vellore,540.0,74.0,98486.0,411.0,75.0,301092.0,1491163.0,277.0,89.0,534086.0,5222196.0,390.0,71.0,1327549.0,53661439.0,418.0,65.0,1552254.0,112288242.0
Tamil Nadu,Viluppuram,470.0,82.0,31546.0,421.0,59.0,100564.0,495095.0,285.0,79.0,181301.0,1390181.0,393.0,47.0,460488.0,13721030.0,594.0,58.0,541758.0,26815224.0
Tamil Nadu,Virudhunagar,191.0,49.0,27079.0,166.0,61.0,87060.0,356201.0,150.0,59.0,158388.0,1094894.0,295.0,58.0,420518.0,12423982.0,282.0,61.0,494396.0,24702065.0
Telangana,Adilabad,103.0,9.0,20180.0,135.0,15.0,52692.0,291415.0,115.0,12.0,90082.0,1038221.0,138.0,12.0,222025.0,18592121.0,171.0,19.0,261547.0,42125371.0
Telangana,Bhadradri Kothagudem,183.0,32.0,57366.0,146.0,28.0,143331.0,951054.0,194.0,35.0,240218.0,3598657.0,335.0,25.0,567571.0,49942429.0,256.0,27.0,666127.0,110459416.0
Telangana,Hyderabad,2509.0,64.0,655175.0,2229.0,81.0,1638436.0,20849768.0,2511.0,86.0,2483843.0,196496204.0,2995.0,79.0,5176899.0,2971669634.0,3240.0,94.0,5928930.0,1375458147.0
Telangana,Jogulamba Gadwal,244.0,7.0,21686.0,275.0,10.0,57206.0,336402.0,427.0,13.0,98743.0,1405757.0,227.0,20.0,243224.0,18534339.0,172.0,11.0,287594.0,43606885.0
